정류소ID,모바일ID,정류소명,영문명,시/도,구/군,동,X좌표,Y좌표,경유노선수,경유노선
7001000100,05191,대명시장앞,Daemyeong Market,대구광역시,남구,대명3동,12834.6278,3551.5214,7,"509, 650, 706, 805, 836, 달서4, 순환2-1"
7001000200,02164,대명시장건너,Daemyeong Market,대구광역시,중구,남산4동,12834.6689,3551.5184,7,"509, 650, 706, 805, 836, 달서4-1, 순환2"
7001000300,02166,계명대학교대명캠퍼스앞,Keimyung University Daemyeong Campus,대구광역시,남구,대명3동,12834.8509,3551.4267,7,"509, 650, 706, 805, 836, 달서4, 순환2-1"
7001000400,02163,계명대학교대명캠퍼스건너,Keimyung University Daemyeong Campus,대구광역시,중구,남산4동,12834.8004,3551.4605,7,"509, 650, 706, 805, 836, 달서4-1, 순환2"
7001000500,02196,중부소방서건너,Jungbu Fire Station,대구광역시,중구,대신동,12834.5403,3551.7872,4,"250, 323, 909, 성서2"
7001000600,02198,중부소방서앞,Jungbu Fire Station,대구광역시,중구,남산4동,12834.6056,3551.7831,3,"250, 323-1, 급행6"
7001000700,02195,대신센트럴자이,Daesin Central Xi,대구광역시,중구,대신동,12834.6787,3551.8217,5,"250, 323, 909, 급행6, 성서2"
7001000800,00445,청라언덕(신남)역(1번출구),Cheongna Hill(Sinnam) Station,대구광역시,중구,대신동,12834.871003,3551.881513,4,"250, 323, 909, 성서2"
7001000900,02199,엘디스리젠트호텔건너,Eldis Regent Hotel,대구광역시,중구,남산2동,12835.2044,3551.9649,2,"405, 609"
7001001000,00643,엘디스리젠트호텔앞,Eldis Regent Hotel,대구광역시,중구,성내2동,12835.1149,3551.9586,7,"405, 609, 840, 909, 990, 991, 북구2"
7001001100,02200,현대백화점.동아쇼핑건너,Hyundai Dept. Store. DongA Shopping Center,대구광역시,중구,남산2동,12835.4056,3551.9538,5,"405, 609, 840, 990, 991"
7001001300,02202,봉산문화거리앞,Bongsan Culture Street,대구광역시,중구,성내1동,12835.831,3551.8805,3,"306, 730, 805"
7001001400,05338,2호선반월당역1,Banwoldang Station,대구광역시,중구,성내1동,12835.7445,3551.9045,5,"609, 840, 990, 991, 급행2"
7001001500,02192,봉산문화거리건너,Bongsan Culture Street,대구광역시,중구,성내1동,12835.8167,3551.9012,4,"306, 649, 730, 805"
7001001600,05018,반월당역(2번출구),Banwoldang Station,대구광역시,중구,남산1동,12835.5947,3551.7615,13,"204, 304, 306, 349, 401, 405, 410, 503, 518, 649, 650, 706, 805"
7001001700,02218,반월당역(1번출구)1,Banwoldang Station,대구광역시,중구,남산2동,12835.5896,3551.8008,8,"306, 349, 401, 405, 410-1, 503, 650, 805"
7001001800,02205,남문시장건너2,Nammun Market,대구광역시,중구,남산1동,12835.5238,3551.5737,12,"204, 304, 306, 349, 405, 410, 503, 518, 649, 650, 706, 805"
7001001900,02220,남문시장앞,Nammun Market,대구광역시,중구,남산1동,12835.5288,3551.6227,12,"204, 304, 306, 349, 405, 410-1, 503, 518, 649, 650, 706, 805"
7001002000,01015,명덕역(6번출구),Myeongdeok Station,대구광역시,중구,남산1동,12835.4721,3551.4685,12,"204, 304, 306, 349, 405, 410, 503, 518, 649, 650, 706, 805"
7001002100,01017,명덕역(7번출구),Myeongdeok Station,대구광역시,중구,남산1동,12835.4632,3551.4741,10,"306, 349, 405, 410-1, 503, 518, 649, 650, 706, 805"
7001002200,00418,명덕네거리1,Myeongdeok (4) Junction,대구광역시,남구,대명2동,12835.5212,3551.4093,5,"204, 304, 509, 남구1, 순환2-1"
7001002300,02162,명덕네거리2,Myeongdeok (4) Junction,대구광역시,중구,남산1동,12835.5478,3551.4075,5,"204, 304, 509, 남구1-1, 순환2"
7001002400,05112,상수도사업본부건너,Waterworks HQ,대구광역시,중구,대봉2동,12835.7695,3551.3859,5,"204, 304, 509, 남구1-1, 순환2"
7001002500,05271,상수도사업본부,Waterworks HQ,대구광역시,남구,이천동,12835.8364,3551.3612,5,"204, 304, 509, 남구1, 순환2-1"
7001002600,00406,명덕초등학교앞,Myeongdeok Elementary School,대구광역시,중구,남산1동,12835.2905,3551.4128,8,"306, 509, 518, 650, 706, 805, 남구1-1, 순환2"
7001002700,09139,명덕초등학교건너,Myeongdeok Elementary School,대구광역시,남구,대명2동,12835.287321,3551.400597,8,"306, 509, 518, 650, 706, 805, 남구1, 순환2-1"
7001002800,05280,남산역(프린스호텔건너),Namsan Station,대구광역시,중구,남산3동,12835.0919,3551.3925,5,"509, 650, 706, 805, 순환2"
7001002900,00416,남산역건너(프린스호텔앞),Namsan Station,대구광역시,남구,대명3동,12835.038447,3551.379762,8,"306, 509, 518, 650, 706, 805, 남구1, 순환2-1"
7001003000,09140,경북공고앞,Gyeongbuk Technical High School,대구광역시,중구,남산3동,12834.968452,3551.474059,4,"300, 609, 651, 836"
7001003100,09141,경북공고건너,Gyeongbuk Technical High School,대구광역시,중구,남산4동,12834.954332,3551.520327,5,"300, 609, 651, 808, 836"
7001003200,05281,남산초등학교앞,Namsan Elementary School,대구광역시,중구,남산2동,12834.9522,3551.7431,4,"300, 609, 651, 836"
7001003300,01027,남산초등학교건너,Namsan Elementary School,대구광역시,중구,남산4동,12834.9439,3551.7635,5,"300, 609, 651, 808, 836"
7001003400,01020,남산2동주민센터건너,Namsan 2-dong Community Center,대구광역시,중구,남산2동,12835.3121,3551.8934,1,동구2
7001003500,01203,남문아파트앞,Nammun Apts,대구광역시,중구,남산1동,12835.4575,3551.7076,1,동구2
7001003600,01021,대구향교앞,Daegu Hyanggyo,대구광역시,중구,남산1동,12835.746343,3551.609021,2,"401, 동구2"
7001003700,01024,대구향교건너,Daegu Hyanggyo,대구광역시,중구,남산1동,12835.7529,3551.6159,2,"401, 동구2"
7001003800,00323,약령시건너(동성로입구),Yangnyeongsi(Dongseongroad),대구광역시,중구,성내1동,12835.6217,3552.0705,11,"204, 304, 349, 401, 410, 503, 518, 650, 706, 730, 급행2"
7001004100,09085,약령시앞,Yangnyeongsi,대구광역시,중구,성내2동,12835.616055,3552.138156,13,"204, 304, 349, 401, 410-1, 503, 518, 650, 706, 730, 909, 급행2, 북구2"
7001004300,00518,경상감영공원건너,Gyeongsang-gamyeong Park,대구광역시,중구,성내1동,12835.662,3552.362,12,"204, 304, 349, 401, 410, 503, 623, 706, 730, 980, 가창2, 급행2"
7001004600,09084,경상감영공원앞,Gyeongsang-gamyeong Park,대구광역시,중구,성내2동,12835.669747,3552.425974,11,"204, 304, 349, 401, 410-1, 503, 623, 706, 730, 급행2, 북구2"
7001004700,00129,경진테크빌앞,Gyeongjin Techville,대구광역시,중구,성내2동,12835.2665,3552.4927,3,"234, 651, 653"
7001004800,00125,대구역센트럴자이,Daegu Station Central Xi,대구광역시,중구,성내3동,12835.263505,3552.522977,3,"234, 651, 653"
7001004900,00126,성내3동행정복지센터입구,Seongnae 3-dong Community Service Center,대구광역시,중구,성내3동,12835.245379,3552.357138,3,"234, 651, 653"
7001005000,00128,삼정빌딩앞,Samjeong Building,대구광역시,중구,성내2동,12835.247853,3552.277441,3,"234, 651, 653"
7001005100,05116,수창초등학교,Suchang Elementary School,대구광역시,중구,성내3동,12834.9305,3552.543,7,"300, 523, 808, 836, 939, 동구2, 북구2"
7001005200,01047,달성공원앞,Dalseong Park,대구광역시,중구,성내3동,12834.9211,3552.4754,6,"300, 523, 808, 836, 939, 동구2"
7001005300,05282,동산의료원앞1,Dongsan Medical Center,대구광역시,중구,성내2동,12834.9426,3552.1131,7,"250, 300, 836, 840, 990, 991, 급행6"
7001005400,01046,서문시장,Seomun Market,대구광역시,중구,대신동,12834.9357,3552.0435,9,"250, 300, 323, 405, 651, 808, 836, 급행6, 성서2"
7001005500,01050,동산의료원앞2,Dongsan Medical Center,대구광역시,중구,성내2동,12834.94,3552.0419,3,"405, 651, 북구2"
7001005600,01201,대신동광명맨션앞,Daesin-dong Gwangmyeong Mansion,대구광역시,중구,대신동,12834.5328,3551.998,1,909
7001005700,01202,서문시장5지구앞,Seomun Market,대구광역시,중구,대신동,12834.715,3552.1368,1,909
7001005800,05111,섬유회관앞,Textile Center,대구광역시,중구,성내2동,12835.0324,3552.237,19,"156, 240, 309, 425, 524, 623, 651, 653, 724, 840, 909, 939, 990, 991, 급행1, 급행3, 급행5, 급행6, 동구2"
7001005900,05115,섬유회관건너1,Textile Center,대구광역시,중구,성내3동,12834.9998,3552.2408,13,"156, 240, 309, 425, 524, 623, 653, 724, 939, 급행1, 급행3, 급행5, 동구2"
7001006000,05255,섬유회관건너2,Textile Center,대구광역시,중구,성내2동,12835.1225,3552.229,3,"323, 651, 급행6"
7001006100,02229,곽병원앞2,Kwak's hospital,대구광역시,중구,성내2동,12835.357,3552.2212,4,"급행1, 급행3, 급행5, 급행6"
7001006200,02235,곽병원건너,Kwak's hospital,대구광역시,중구,성내2동,12835.3802,3552.2175,12,"156, 309, 425, 524, 623, 724, 909, 939, 급행1, 급행3, 급행5, 급행6"
7001006300,02391,곽병원앞1,Kwak's hospital,대구광역시,중구,성내2동,12835.3781,3552.2246,6,"156, 309, 425, 524, 623, 724"
7001006400,02237,만경관건너,MMC Megaplex Cinemas,대구광역시,중구,성내2동,12835.4314,3552.2272,3,"234, 240, 323-1"
7001006500,02228,만경관앞,MMC Megaplex Cinemas,대구광역시,중구,성내2동,12835.4144,3552.2327,4,"234, 240, 323, 939"
7001006600,02239,CGV대구한일건너,CGV DAEGU-HANIL,대구광역시,중구,성내1동,12835.7826,3552.2442,10,"156, 234, 240, 309, 323, 425, 524, 724, 939, 980"
7001006700,02238,CGV대구한일앞,CGV DAEGU-HANIL,대구광역시,중구,성내1동,12835.7995,3552.2367,4,"156, 323-1, 524, 급행6"
7001006800,02326,2.28기념중앙공원앞,Feb. 28 Jungang Memorial Park,대구광역시,중구,성내1동,12835.9001,3552.2224,12,"234, 240, 309, 425, 518, 650, 724, 909, 939, 급행1, 급행3, 급행5"
7001006900,09083,2.28기념중앙공원건너1,Feb. 28 Jungang Memorial Park,대구광역시,중구,성내1동,12835.881031,3552.235502,6,"518, 가창2, 급행1, 급행3, 급행5, 급행6"
7001007000,05258,적십자혈액원앞,Red Cross Blood Center,대구광역시,중구,성내3동,12834.7057,3552.7002,2,"204, 618"
7001007100,00114,적십자혈액원건너,Red Cross Blood Center,대구광역시,중구,성내3동,12834.7318,3552.6859,2,"204, 618"
7001007200,02550,중구보건소건너,Jung Community Health Center,대구광역시,중구,성내3동,12835.0936,3552.6154,5,"101-1, 204, 618, 808, 북구2"
7001007300,05257,중구보건소앞,Jung Community Health Center,대구광역시,중구,성내3동,12835.0974,3552.6255,4,"101, 204, 618, 808"
7001007400,01738,대구콘서트하우스앞,Daegu Concert House,대구광역시,중구,성내2동,12835.5515,3552.5385,8,"101, 204, 349, 618, 651, 653, 708, 808"
7001007500,02203,경대사대부설고등학교앞,Kyungpook National University High School ,대구광역시,중구,대봉1동,12836.0313,3551.8109,10,"306, 309, 609, 649, 805, 840, 939, 990, 991, 급행2"
7001007600,02191,경북대학교치과병원,Kyungpook National University Dental hospital,대구광역시,중구,삼덕동,12836.0856,3551.8164,10,"306, 309, 609, 649, 805, 840, 939, 990, 991, 급행2"
7001007700,02075,방천시장(김광석길)건너,Bangcheon Market(KimKwangseok-gil),대구광역시,중구,삼덕동,12836.3432,3551.7608,8,"309, 403, 609, 649, 840, 939, 990, 991"
7001007800,02076,방천시장(김광석길)앞,Bangcheon Market(KimKwangseok-gil),대구광역시,중구,대봉1동,12836.3817,3551.7383,8,"309, 403, 609, 649, 840, 939, 990, 991"
7001007900,02158,대백프라자앞,Debec Plaza,대구광역시,중구,대봉1동,12836.2637,3551.3065,5,"234, 304, 323, 509, 순환2"
7001008000,02161,대봉성당,Daebong Catholic Church,대구광역시,중구,대봉2동,12836.043381,3551.326331,5,"234, 304, 509, 730, 순환2"
7001008100,01030,건들바위건너,Geondeulbawi,대구광역시,중구,대봉2동,12835.9063,3551.4477,2,"234, 730"
7001008200,01035,건들바위앞,Geondeulbawi,대구광역시,중구,대봉2동,12835.9164,3551.4949,2,"234, 730"
7001008300,01033,봉산가구골목(동편),Bongsan Gagu Golmok,대구광역시,중구,성내1동,12835.9524,3551.6919,4,"234, 240, 730, 동구2"
7001008400,01036,봉산가구골목(서편),Bongsan Gagu Golmok,대구광역시,중구,성내1동,12835.9466,3551.6726,4,"234, 240, 730, 동구2"
7001008500,01037,봉산육거리,Bongsan Junction,대구광역시,중구,성내1동,12835.9579,3551.7651,4,"234, 240, 730, 동구2"
7001008600,00633,청구타운앞,Cheonggu Town,대구광역시,중구,대봉1동,12836.2084,3551.683,1,323-1
7001008700,00623,청구타운건너,Cheonggu Town,대구광역시,중구,대봉1동,12836.2479,3551.6222,1,323
7001008800,00615,청운맨션앞,Cheongun Mansion,대구광역시,중구,대봉1동,12836.285,3551.4301,1,323-1
7001008900,00617,청운맨션건너,Cheongun Mansion,대구광역시,중구,대봉1동,12836.2718,3551.4063,1,323
7001009000,03165,대봉도서관앞,Daebong Public Library,대구광역시,중구,대봉1동,12836.1315,3551.393,2,"240, 401"
7001009100,03166,대봉도서관건너,Daebong Public Library,대구광역시,중구,대봉2동,12836.103438,3551.451784,2,"240, 401"
7001009200,03168,대구맨션앞,Daegu Mansion,대구광역시,중구,대봉1동,12836.0499,3551.6063,2,"240, 401"
7001009300,03167,대구맨션건너,Daegu Mansion,대구광역시,중구,대봉2동,12836.0563,3551.5884,2,"240, 401"
7001009400,09086,삼덕교회,Samdeok Church,대구광역시,중구,삼덕동,12836.000944,3551.96901,5,"234, 240, 309, 939, 동구2"
7001009500,09087,삼덕성당앞,Samdeok Catholic Church,대구광역시,중구,삼덕동,12835.984764,3552.050641,5,"234, 240, 309, 939, 동구2"
7001009600,02190,국채보상운동기념공원,Gukchae Bosang Park,대구광역시,중구,동인1.2.4가동,12836.2304,3552.0953,4,"306, 323-1, 403, 805"
7001009700,00632,경북대학교병원건너,Kyungpook National University hospital,대구광역시,중구,삼덕동,12836.1976,3551.9445,4,"306, 323-1, 403, 805"
7001009800,00621,경북대학교병원앞,Kyungpook National University hospital,대구광역시,중구,삼덕동,12836.1946,3551.914,4,"306, 323, 403, 805"
7001009900,05095,중구청건너,Jung District Office,대구광역시,중구,동인1.2.4가동,12836.4319,3552.1304,7,"518, 724, 805, 909, 가창2, 급행3, 급행5"
7001010000,02061,중구청앞,Jung District Office,대구광역시,중구,동인1.2.4가동,12836.4141,3552.1361,7,"518, 724, 805, 909, 가창2, 급행3, 급행5"
7001010100,02063,동인초등학교앞,Dongin Elementary School,대구광역시,중구,동인1.2.4가동,12836.6476,3552.106,5,"518, 724, 805, 909, 가창2"
7001010200,02060,동인초등학교건너,Dongin Elementary School,대구광역시,중구,동인1.2.4가동,12836.6406,3552.1152,5,"518, 724, 805, 909, 가창2"
7001010300,02168,대구광역시청앞,City Hall,대구광역시,중구,동인1.2.4가동,12836.0584,3552.3323,3,"524, 급행6, 동구2"
7001010400,02169,대구광역시청건너,City Hall,대구광역시,중구,성내1동,12836.049,3552.3214,3,"524, 급행6, 동구2"
7001010500,02147,대구역건너,Daegu Station ,대구광역시,중구,성내1동,12835.8508,3552.4763,8,"101-1, 401, 618, 651, 708, 808, 980, 가창2"
7001010600,05323,대구역앞,Daegu Station,대구광역시,중구,성내1동,12835.8648,3552.4728,6,"101, 401, 618, 651, 708, 808"
7001010700,02148,교동시장앞,Gyodong Market,대구광역시,중구,성내1동,12835.9629,3552.4496,6,"101-1, 401, 618, 651, 708, 980"
7001010800,02551,태평상가건너,Taepyeong Shopping Center,대구광역시,중구,동인1.2.4가동,12836.157,3552.4079,7,"101-1, 401, 524, 618, 651, 708, 980"
7001010900,00116,태평상가앞2,Taepyeong Shopping Center,대구광역시,중구,동인1.2.4가동,12836.1918,3552.4016,1,524
7001011000,03188,동인네거리1,Dongin (4) Junction,대구광역시,중구,동인1.2.4가동,12836.3657,3552.351,2,"425, 651"
7001011100,00549,동인네거리2,Dongin (4) Junction,대구광역시,중구,동인3가동,12836.4077,3552.3599,2,"425, 651"
7001011200,00651,신천교1,Sincheongyo (Bridge),대구광역시,중구,동인3가동,12836.5835,3552.3905,2,"425, 651"
7001011300,00548,신천교2,Sincheongyo (Bridge),대구광역시,중구,동인3가동,12836.5909,3552.3965,2,"425, 651"
7001011400,02189,동인치안센터건너,Dongin Police Operations Center,대구광역시,중구,동인1.2.4가동,12836.2593,3552.2801,7,"156, 306, 403, 425, 650, 980, 가창2"
7001011500,02188,동인치안센터앞,Dongin Police Operations Center,대구광역시,중구,동인1.2.4가동,12836.2674,3552.2723,5,"156, 306, 403, 425, 650"
7001011600,05283,달성공원건너,Dalseong Park,대구광역시,중구,성내3동,12834.9344,3552.3532,7,"300, 523, 808, 836, 939, 동구2, 북구2"
7001011700,02230,2.28기념중앙공원건너2,Feb. 28 Jungang Memorial Park,대구광역시,중구,성내1동,12835.9426,3552.2194,2,"650, 909"
7001011800,02219,반월당역(1번출구)2,Banwoldang Station,대구광역시,중구,남산2동,12835.5759,3551.755,5,"204, 304, 518, 649, 706"
7001012000,01229,성명여자중학교,Seongmyeong Girls' Middle School,대구광역시,중구,성내2동,12835.1634,3552.1322,2,"840, 990"
7001012200,05256,대구콘서트하우스건너,Daegu Concert House,대구광역시,중구,성내2동,12835.5575,3552.5267,9,"101-1, 204, 349, 618, 651, 653, 708, 808, 북구2"
7001012300,02157,2호선반월당역2,Banwoldang Station,대구광역시,중구,성내1동,12835.7399,3551.9047,6,"609, 649, 840, 990, 991, 급행2"
7001012400,01023,남문시장건너1,Nammun Market,대구광역시,중구,남산1동,12835.5002,3551.6984,1,동구2
7001012500,01025,남산2동주민센터앞,Namsan 2-dong Community Center,대구광역시,중구,남산2동,12835.3478,3551.8434,1,동구2
7001012600,00127,매일신문사건너,Maeil Newspaper Company,대구광역시,중구,성내2동,12835.2217,3552.1115,1,동구2
7001012700,03333,태평상가앞1,Taepyeong Shopping Center,대구광역시,중구,동인1.2.4가동,12836.15372,3552.4091,5,"101, 401, 618, 651, 708"
7001013500,02431,매일신문사앞,Maeil Newspaper Company,대구광역시,중구,성내2동,12835.229114,3552.091043,2,"323-1, 동구2"
7001013700,05337,약령시입구,Yangnyeongsi,대구광역시,중구,성내2동,12835.3569,3551.9828,7,"405, 609, 840, 909, 990, 991, 북구2"
7001013800,03904,청라언덕(신남)역(2번출구),Cheongna Hill(Sinnam) Station,대구광역시,중구,남산4동,12834.8417,3551.856,1,323-1
7001013900,03905,청라언덕(신남)역(8번출구),Cheongna Hill(Sinnam) Station,대구광역시,중구,남산2동,12835.0324,3551.9114,3,"323-1, 405, 609"
7011000100,00153,불로전통시장앞,Bullo Traditional Market,대구광역시,동구,불로.봉무동,12838.4657,3554.6379,6,"101, 101-1, 401, 급행1, 팔공1, 팔공2"
7011000200,00157,불로전통시장건너,Bullo Traditional Market,대구광역시,동구,불로.봉무동,12838.4567,3554.636,7,"101, 101-1, 401, 4010, 급행1, 팔공1, 팔공2"
7011000300,00154,불로동고분군앞,Bullo-dong AncientTombs,대구광역시,동구,불로.봉무동,12838.474268,3554.875841,6,"101, 101-1, 401, 급행1, 팔공1, 팔공2"
7011000400,00156,불로동고분군건너,Bullo-dong AncientTombs,대구광역시,동구,불로.봉무동,12838.459357,3554.905299,7,"101, 101-1, 401, 4010, 급행1, 팔공1, 팔공2"
7011000900,01852,봉무청구새들마을앞,Bongmu Cheonggu Saedeul maeul,대구광역시,동구,불로.봉무동,12838.514103,3555.797933,8,"101, 101-1, 401, 급행1, 급행6, 북구2, 팔공1, 팔공2"
7011001000,01853,봉무청구새들마을건너,Bongmu Cheonggu Saedeul maeul,대구광역시,동구,불로.봉무동,12838.504,3555.8044,8,"101, 101-1, 401, 급행1, 급행6, 북구2, 팔공1, 팔공2"
7011001100,01854,파군재삼거리2,Pagunjae (3) Junction,대구광역시,동구,불로.봉무동,12838.6307,3556.0406,7,"101, 101-1, 401, 급행6, 북구2, 팔공1, 팔공2"
7011001200,02418,파군재삼거리1,Pagunjae (3) Junction,대구광역시,동구,불로.봉무동,12838.6108,3556.1504,7,"101, 101-1, 401, 급행6, 북구2, 팔공1, 팔공2"
7011001300,01855,공산동행정복지센터건너,Gongsan-dong Community service Center,대구광역시,동구,공산동,12838.742887,3556.39281,3,"401, 팔공1, 팔공2"
7011001400,05085,공산동행정복지센터앞,Gongsan-dong Community service Center,대구광역시,동구,공산동,12838.731102,3556.402531,3,"401, 팔공1, 팔공2"
7011001500,01856,팔공보성아파트건너,Palgong Boseong Apts,대구광역시,동구,공산동,12838.7963,3556.54,4,"401, 급행1, 팔공1, 팔공2"
7011001600,02540,팔공보성아파트앞,Palgong Boseong Apts,대구광역시,동구,공산동,12838.7833,3556.5346,5,"401, 급행1, 급행6, 팔공1, 팔공2"
7011001700,09170,대구중앙중고등학교건너,Daegu Joongang Middle and High School,대구광역시,동구,신천1.2동,12837.004587,3552.085042,6,"518, 724, 805, 909, 급행3, 급행5"
7011001800,02616,대구중앙중고등학교앞,Daegu Joongang Middle and High School,대구광역시,수성구,수성4가동,12836.993506,3552.07213,6,"518, 724, 805, 909, 급행3, 급행5"
7011001900,00659,청구고등학교앞,Cheonggu High School,대구광역시,동구,신천3동,12837.314209,3552.054566,3,"518, 724, 805"
7011002000,02040,청구고등학교건너,Cheonggu High School,대구광역시,수성구,범어3동,12837.4178,3552.0269,2,"518, 724"
7011002100,02057,신천LH아파트건너,Sincheon LH Apt,대구광역시,동구,신천1.2동,12836.8363,3552.4399,5,"101-1, 425, 651, 동구2, 북구3"
7011002200,02056,신천LH아파트앞,Sincheon LH Apt,대구광역시,동구,신천1.2동,12836.8327,3552.4453,5,"101, 425, 651, 동구2, 북구3"
7011002300,09063,신천역(2번출구),Sincheon Station,대구광역시,동구,신천1.2동,12837.003302,3552.46886,5,"101, 425, 651, 동구2, 북구3"
7011002400,00469,역전시장앞,Yeokjeon Market,대구광역시,동구,신천3동,12837.2134,3552.5099,4,"425, 651, 909, 북구3"
7011002500,02037,역전시장건너,Yeokjeon Market,대구광역시,동구,신천3동,12837.2552,3552.5262,4,"425, 651, 909, 북구3"
7011002600,00476,신천3동행정복지센터건너,Sincheon 3-dong Community service Center,대구광역시,동구,신천3동,12837.421269,3552.453303,2,"805, 동구1-1"
7011002700,00474,솔렌스힐앞,Solens Hill,대구광역시,동구,신천3동,12837.4282,3552.2874,1,805
7011002800,00477,솔렌스힐건너,Solens Hill,대구광역시,동구,신천3동,12837.4156,3552.2755,1,805
7011002900,00473,한국건강관리협회앞,Korea Association of Health Promotion,대구광역시,동구,신천3동,12837.3969,3552.1404,1,805
7011003000,02058,신천3치안센터앞,Sincheon 3-dong Police Operations Center,대구광역시,동구,신천3동,12837.2088,3552.2009,3,"410-1, 909, 동구1"
7011003100,02524,신천3치안센터건너,Sincheon 3-dong Police Operations Center,대구광역시,동구,신천1.2동,12837.2057,3552.192,3,"410, 909, 동구1-1"
7011003200,00655,명문오하임아파트앞,Myoungmoon OhaIm Apts,대구광역시,동구,신천3동,12837.1825,3552.3499,1,동구1
7011003300,00658,명문오하임아파트건너,Myoungmoon OhaIm Apts,대구광역시,동구,신천3동,12837.1847,3552.357,1,동구1-1
7011003400,00656,신천초등학교앞,Sincheon Elementary School,대구광역시,동구,신천3동,12837.3816,3552.3128,1,동구1
7011003500,00657,신천초등학교건너,Sincheon Elementary School,대구광역시,동구,신천3동,12837.384,3552.3138,1,동구1-1
7011003600,05076,신천역(5번출구),Sincheon Station,대구광역시,동구,신천3동,12837.1027,3552.3948,2,"410-1, 909"
7011003700,05152,신천역(4번출구),Sincheon Station,대구광역시,동구,신천1.2동,12837.1132,3552.3657,2,"410, 909"
7011003800,09150,한국국토정보공사건너,Korea Land and Geospatial Informatix Corporation,대구광역시,동구,신천3동,12837.446475,3552.560106,3,"425, 651, 909"
7011003900,00468,한국국토정보공사앞,Korea Land and Geospatial Informatix Corporation,대구광역시,동구,신천3동,12837.4558,3552.5734,4,"425, 651, 909, 북구3"
7011004000,09059,동대구역복합환승센터앞,Dong-Daegu Station Transfer Center Complex,대구광역시,동구,신천4동,12837.7954,3552.6521,10,"156, 413, 425, 524, 651, 708, 909, 937, 동구1-1, 순환2-1"
7011004100,09193,동대구역복합환승센터건너,Dong-Daegu Station Transfer Center Complex,대구광역시,동구,신천4동,12837.8063,3552.6417,12,"156, 399, 413, 425, 524, 651, 708, 818, 909, 937, 동구1, 순환2"
7011004200,05552,대구지방법원등기국앞,Daegu Registry Office,대구광역시,동구,효목2동,12838.089,3552.7324,6,"156, 399, 413, 818, 909, 동구1"
7011004300,05148,대구지방법원등기국건너,Daegu Registry Office,대구광역시,동구,효목2동,12838.0841,3552.7386,4,"156, 413, 909, 동구1-1"
7011004400,05051,청기와주유소건너,Chunggiwa Gas Station,대구광역시,동구,효목1동,12838.9014,3552.6815,5,"156, 323, 518, 651, 708"
7011004500,02043,효목네거리3,Hyomok (4) Junction,대구광역시,동구,효목1동,12838.7799,3552.6364,5,"156, 323, 518, 651, 708"
7011004600,05151,우방만촌하이츠건너,Woobang Manchon Heights,대구광역시,동구,신천4동,12837.8824,3552.1231,4,"399, 518, 818, 순환2"
7011004700,02034,구.동부정류장(메트로팔레스),Former Dongbu Bus Termimal,대구광역시,수성구,만촌1동,12837.9763,3552.208,4,"518, 524, 급행5, 순환2-1"
7011004800,02033,코오롱아파트,Kolon Apts,대구광역시,동구,신천4동,12837.9408,3552.1902,6,"399, 518, 524, 818, 급행5, 순환2"
7011004900,03123,수성도서관앞,Suseong Public Library,대구광역시,수성구,만촌1동,12838.2836,3552.364,3,"518, 651, 708"
7011005000,00493,수성도서관건너,Suseong Public Library,대구광역시,동구,효목2동,12838.2736,3552.3736,6,"399, 518, 651, 708, 818, 동구1"
7011005100,02521,한전동대구지사건너,KEPCO Dongdaegu District Office,대구광역시,수성구,만촌1동,12838.4696,3552.4545,7,"399, 413, 518, 651, 708, 909, 급행5"
7011005200,02044,한전동대구지사,KEPCO Dongdaegu District Office,대구광역시,동구,효목2동,12838.46882,3552.468735,7,"399, 413, 518, 651, 708, 909, 급행5"
7011005300,00495,동구시장앞,Donggu Market,대구광역시,동구,효목2동,12838.3593,3552.4454,3,"413, 909, 동구1-1"
7011005400,00492,동구시장건너,Donggu Market,대구광역시,동구,효목2동,12838.3577,3552.4578,5,"399, 413, 818, 909, 동구1"
7011005500,09143,구)효목2동행정복지센터건너,Former Hyomok 2-dong Community service Center,대구광역시,동구,효목2동,12838.35123,3552.652933,3,"413, 909, 동구1-1"
7011005600,00491,구)효목2동행정복지센터앞,Former Hyomok 2-dong Community service Center,대구광역시,동구,효목2동,12838.32658,3552.656971,5,"399, 413, 818, 909, 동구1"
7011005700,00462,경북아파트앞(신천동),Sincheon Gyeongbuk Apts,대구광역시,동구,신천4동,12837.9727,3552.5853,6,"425, 524, 651, 708, 937, 순환2"
7011005800,05149,경북아파트건너(신천동),Sincheon Gyeongbuk Apts,대구광역시,동구,효목2동,12837.97,3552.6,6,"425, 524, 651, 708, 937, 순환2-1"
7011005900,00463,구.동부정류장앞,Former Dongbu Bus Terminal,대구광역시,동구,신천4동,12838.0685,3552.4456,6,"425, 524, 651, 708, 937, 순환2"
7011006000,02035,구.동부정류장건너,Former Dongbu Bus Terminal,대구광역시,동구,효목2동,12838.0764,3552.4374,6,"425, 524, 651, 708, 937, 순환2-1"
7011006100,09088,영남일보건너,Yeongnam Ilbo,대구광역시,동구,신천4동,12837.588662,3552.146527,5,"399, 814, 8140, 818, 수성4"
7011006200,02039,MBC네거리,MBC (4) Junction,대구광역시,동구,신천3동,12837.5718,3552.0931,3,"724, 814, 수성4"
